1523:360,2690,1428,3725,1257,3786,800,3022,4637,670,3567,4823,1939,1154,1408,3950,1623,564,1361,3004
1524:1655,4691,3024,4433,4894,198,4755,3623,4688,4685,2975,3821,2294,1224,1420,1626,4660,2093,4561,1064
1525:2183,3004,4689,1360,4973,1517,1148,3560,2718,3786,2912,2256,777,403,3985,4118,4255,495,3820,1300
1526:1843,1380,1454,1148,4764,1062,4189,1215,2690,3752,2913,4953,285,4001,3817,1428,4840,3589,3567,739
1527:2584,2708,4044,1566,1844,4912,4310,392,4854,2407,2368,1532,401,3413,1608,1980,4636,2659,1153,4214
1528:4996,1144,496,3125,2182,4482,1927,3903,4564,2956,1101,25,2236,3607,1703,1355,3236,4443,1970,4865
1529:2909,3747,1198,0,803,3624,375,1064,3365,1120,1448,2102,3683,968,1020,3368,4996,1864,898,3672
1530:2899,3396,2232,717,1754,2257,337,2413,3432,3144,3953,951,3065,3717,1008,2428,2444,1276,2666,1245
1531:2613,1931,3075,817,2935,928,2641,380,2544,4516,2848,3439,4059,4859,479,3453,1044,3013,748,1839
1532:4757,533,2860,561,728,3989,2524,4324,2123,2675,3508,577,4044,203,1764,3075,849,979,1290,1527
1533:4991,3725,1919,3507,4719,3741,4323,2690,1592,1360,2623,717,1078,611,2256,4620,4118,4001,1843,2718
1534:1967,1183,3784,4007,3938,590,765,407,2939,4147,2723,4354,3530,3859,1928,888,1480,1907,861,1986
1535:2379,3093,3796,1076,3000,2951,2564,1960,4846,478,2144,4566,3290,6,2880,4907,815,1954,2387,3240
1536:4971,4587,3142,4787,644,4998,655,1867,1342,4811,4132,3717,557,2472,721,155,2502,3708,2422,3646
1537:25,496,4189,2615,2896,3954,1206,3571,3690,4393,2395,1104,1258,6,2144,2922,2194,2880,4846,3240
1538:4511,289,4859,3075,4148,1099,2705,2990,3576,1113,3453,1556,4459,4261,2914,1686,4595,800,1931,479
1539:2495,3798,2472,1020,3557,138,1441,2212,2728,1399,2059,2640,769,169,2737,841,2938,3050,1021,2550
1540:1809,1253,4888,932,1151,1880,456,660,1711,3284,2590,606,4244,3988,4038,3670,858,902,985,3888
1541:4165,148,3372,452,1588,1048,3150,4005,178,4911,2049,2545,3024,1254,3008,4763,3366,2445,3694,2430
1542:2086,627,798,3624,4867,4996,1120,898,4205,3803,2280,2057,2761,3941,3365,3247,2189,694,4962,1852
1543:293,3662,400,262,1063,747,2570,2961,3089,555,2123,3139,3788,1882,728,1906,3323,3066,4858,3298
1544:4961,2512,967,921,3943,3591,2477,3290,1262,1222,2398,343,487,3724,4554,510,2494,1593,1289,2760
1545:4823,1576,3041,682,349,2898,2625,2212,4588,3113,3864,4213,1158,2032,2103,4705,179,1399,557,1046
1546:820,4455,144,4124,1711,2565,4338,2927,3055,3988,2731,2951,1653,4888,2949,3440,880,2368,1977,1591
1547:3625,2678,3627,710,3432,3144,4134,4232,1879,3649,2295,2336,1957,998,3265,3932,2221,607,1018,2682
1548:4496,3920,3677,483,1972,1085,4595,4030,2958,822,3306,1810,3775,1588,114,2183,865,3508,3622,4098
1549:3684,4965,3026,17,2611,180,4356,1751,2896,373,1085,1840,4383,3457,2170,1152,2910,3336,4282,3008
1550:1439,2975,930,3712,138,3191,422,3075,3671,2997,3524,3402,1288,3942,783,1576,2636,1020,3156,2915
1551:129,4329,3560,689,4852,1360,2690,360,2415,4174,3004,3589,2113,1300,2802,3190,29,4118,3507,1361
1552:4080,2570,2635,3488,1027,4277,3204,2775,1021,549,1278,484,3418,1335,1458,4188,3616,4434,1782,963
1553:4093,3508,2629,21,4692,2091,4625,3176,3321,4066,1239,4033,2402,2244,1944,1408,4240,3490,2734,2024
1554:1852,1599,3480,1596,378,3228,4780,2324,3474,3481,461,659,2879,4035,1092,3935,2545,3922,2103,3216
1555:2715,560,3642,2177,4029,4049,2936,1002,4829,4729,211,4802,3301,2850,1967,2798,578,2202,2377,569
1556:3858,4505,3192,2150,2544,2,1208,1039,479,465,1578,4261,49,1538,4894,1931,4270,281,395,3823
1557:4694,448,4899,3321,3630,3799,215,2380,2121,2495,751,2607,3946,4857,916,694,3794,2989,3783,157
1558:2266,2201,4300,116,1416,1535,1244,1637,1668,4005,3339,1235,4785,502,3174,1043,1383,4582,1581,4313
1559:4181,3354,3334,2846,3624,3215,367,3050,1198,1411,4064,4193,4996,4734,1392,1060,4708,606,232,3838
1560:4891,1758,1518,3269,2999,517,293,2457,1790,3354,3915,1211,3014,4953,3949,4865,589,231,4690,3842
1561:2773,4929,197,2632,3778,4588,867,703,2463,4117,4224,3520,976,4742,4500,2396,548,2963,2081,2918
1562:1413,404,4069,4091,4878,3937,1339,4535,2016,921,766,2854,832,3034,3439,4725,1331,1285,4648,2965
1563:711,4033,4851,401,739,615,2674,623,940,4854,4214,2042,2977,1813,2091,2521,1724,3511,1644,1103
1564:3984,1181,3875,3239,122,3284,4794,2331,2901,2475,1692,2728,4668,4937,2735,214,2744,1843,4134,3995
1565:203,4744,4552,2436,2409,1811,3980,1458,4678,2678,2540,3869,2094,335,1020,2596,3935,3480,3117,2925
1566:813,22,457,1587,3668,3586,3398,1356,1730,2993,4851,1608,3441,4854,70,2397,654,3923,3229,4062
1567:2018,407,2292,1695,1156,2456,2175,2443,4082,3959,1234,4293,2727,1875,4655,4722,3364,726,2063,3517
1568:4623,2775,3783,2847,3378,2915,4384,251,179,4830,138,79,783,3705,1178,4705,1983,49,1753,4823
1569:530,1889,1012,1693,2930,859,1064,2293,2153,985,1336,3270,2676,2887,2206,2469,3819,4757,4033,2422
1570:1338,4207,3254,2135,243,2466,1330,3368,4725,3490,1425,612,1064,2368,715,2523,4241,1131,4258,246
1571:2308,2351,4647,3943,2876,3907,3040,4942,2496,4118,4853,1915,3731,2807,2584,1871,1026,1525,2921,2428
1572:1917,3972,2285,594,4224,2950,867,4844,323,1901,3297,4089,4117,1877,2963,2081,4929,197,2579,1013
1573:3967,4965,456,697,3561,1181,3155,3649,4618,4841,2716,2503,910,1398,4100,392,3754,1360,1791,2723
1574:2388,3,4742,2512,2728,137,3942,2969,2687,2472,304,3938,4832,141,4262,4730,3524,86,1218,3216
1575:2945,1984,4876,757,2332,4282,2243,1661,3618,2170,2516,1015,1205,2183,4875,4356,3592,402,597,4283
1576:3698,3524,4830,322,1743,356,179,989,783,2380,4947,3783,1399,2510,4705,3557,2472,2640,1297,3942
1577:1444,3662,1764,3101,827,912,1217,3093,608,1157,1825,3298,12,1074,4298,1299,1319,2186,3619,307
1578:4181,281,2961,2186,290,2392,105,4290,1014,4955,3089,4937,1603,3270,2563,506,1556,352,2375,3099
1579:4953,2848,3203,928,2452,3123,3490,4033,2832,1104,2103,4076,1252,3795,1843,3819,4894,1842,1629,1361
1580:4288,1310,2476,4893,3794,1793,1843,3286,2502,3142,1556,3157,2707,4319,2359,2580,724,4005,1039,1763
1581:2179,1019,1379,3575,2160,4361,2981,510,970,4025,1512,1262,2996,1768,1896,1988,3367,3276,462,982
1582:1657,3016,197,1264,1388,1616,4117,16,471,2554,103,976,1877,4089,323,958,1826,2918,3561,1332
1583:665,1318,1707,2545,4586,669,1633,2490,3204,3229,2320,3587,4343,13,3262,3565,654,4038,3679,97
1584:2991,4316,920,3007,236,413,4189,2324,4733,3265,1284,4472,1750,936,3045,4355,4640,2854,1412,311
1585:2238,3821,3057,3191,2950,3490,3824,3939,2918,4409,1710,11,1572,2598,867,238,489,197,1021,4089
1586:4813,3956,2728,3629,3216,1143,2654,2457,2288,927,917,1042,414,299,4536,376,3354,2705,4369,4134
1587:1861,4248,2233,3322,3923,4936,3474,2874,1566,2628,2092,4851,1731,4650,2505,3441,3483,796,2894,4062
1588:114,206,1014,3920,4387,1548,904,3689,822,3306,4800,4905,1972,2820,2670,3783,2183,3393,4324,4098
1589:241,4700,3082,3229,274,2294,1818,739,4851,2874,95,1359,3878,4715,4638,249,4900,2844,1318,1634
1590:821,991,238,1294,4520,3008,1091,1275,584,323,4284,4375,2285,4844,862,909,4089,1388,539,19
1591:2657,2178,4494,1231,4338,709,1546,2183,1412,3779,1121,2152,4901,1194,2234,364,1612,2949,1418,4332
1592:3725,1454,4440,564,611,4620,2824,3522,571,2391,4637,1376,4453,4118,1360,1843,2718,2690,4825,3285
1593:2156,4246,1544,2438,1210,2065,596,3012,257,1676,4290,3384,4322,3083,441,1262,510,4548,2790,3210
1594:3784,551,4932,1834,4670,2487,3939,3619,1365,1498,1028,2855,632,2468,4465,1203,1063,2222,2928,3216
1595:148,1203,4684,200,3569,730,2951,4663,2703,3561,2843,2073,608,1714,222,4198,703,4375,72,1332
1596:3350,659,4035,4544,2722,2854,1301,3216,1845,1700,4749,122,2879,4018,1220,2678,1248,3869,1347,3980
1597:922,3465,2483,508,3629,3325,4845,4886,114,24,927,1013,4998,4800,2076,2632,4117,589,3639,229
1598:2303,4526,4898,275,2707,1787,4552,4202,4223,3286,2909,1469,1118,4319,1721,3477,3453,2437,2485,2641
1599:4493,4998,2285,730,3132,3991,976,4146,2422,454,2951,131,3947,2214,2487,588,4375,4840,3515,1148
1600:3669,3354,1207,1764,1049,1631,4742,4435,3861,2630,3737,4684,49,746,2954,4451,2417,4548,1101,1535
1601:2236,4698,2653,3090,1872,3680,3823,1,3700,2205,4494,692,1873,2744,4599,4995,3728,214,710,4106
1602:1822,2124,292,465,2287,1793,4590,4722,1077,3517,2456,1393,3437,726,1888,2265,1063,3959,4974,1721
1603:3619,4495,3270,290,1816,2478,1014,2204,772,2868,3101,1389,2961,3168,1613,2186,4638,1396,3718,1705
1604:780,2840,866,0,2612,4025,4017,3359,3918,1622,502,863,2796,1235,369,4117,253,1383,1897,2996
1605:731,3869,3255,2879,2423,1700,311,1959,1596,3343,2678,413,3142,4683,4223,4472,559,2498,1201,2545
1606:418,1285,1081,2678,4239,2854,3590,3216,509,2729,2557,945,1596,1845,2879,2722,3869,4011,4544,2825
1607:2359,4251,1176,3102,4414,542,3796,3526,2422,2307,1992,1561,3368,3889,4631,2692,2939,1907,26,1376
1608:3322,3229,4589,4190,95,70,2628,3878,4314,3441,1527,4044,2659,4639,4851,1153,1730,241,348,1566
1609:1755,4697,3674,2049,320,4054,4905,4030,3100,1779,4812,3712,3677,375,178,3721,2351,269,3719,3085
1610:177,4419,3530,3437,1996,162,2727,554,3517,2287,2638,2063,726,3959,783,2414,1277,3766,4180,1783
1611:3093,672,2221,4258,4180,4562,4672,4828,4962,4082,2702,2727,378,3437,2063,3137,726,1217,886,4722
1612:4799,739,2932,4875,493,2062,402,1194,364,637,1885,1984,2644,1412,4019,1840,4083,1492,2429,3008
1613:1578,2866,3786,2967,1014,2186,2664,1444,4290,290,3089,2392,764,2728,4303,3920,639,1603,4993,4900
1614:360,3624,4345,3112,4518,776,3247,2189,1411,798,694,3735,4170,875,2733,3941,4123,2812,1198,2057
1615:2812,3399,4840,1198,3693,1312,1852,1148,2761,2280,4962,3941,4475,2272,4449,2076,2111,4073,694,2136
1616:103,2720,3560,3103,1582,4067,1332,4588,3222,4619,2534,2963,4580,4089,2579,645,238,4142,4375,1826
1617:738,4771,4026,2529,3232,2658,1338,4339,1508,3724,1886,4343,3112,3307,4554,1699,3941,1914,2674,2760
1618:479,3052,2580,3142,1489,909,4288,4235,4319,2460,202,3576,1154,4150,2848,1843,4894,281,4916,4406
1619:1126,2637,4160,1024,2225,828,4303,3459,3089,764,4495,3662,4890,1299,3101,3242,2186,4406,98,2204
1620:4628,4465,2007,927,1296,3203,3954,3216,1535,2171,3904,1508,3239,3995,318,144,4549,1934,3373,4162
1621:2350,2542,3931,22,2260,4681,1976,2487,3063,4763,3708,721,4278,4808,2193,524,4779,2502,4005,3018
1622:1353,3359,464,65,3481,1604,667,3389,2295,4634,3061,4155,453,1907,3889,0,4502,1043,3687,888
1623:4364,1792,4509,2408,3038,2541,4107,1309,171,1127,1944,2569,2734,766,2521,1150,424,1644,1322,1849
1624:1869,4802,3934,1429,3747,1279,4107,3352,2911,1474,3810,3192,1832,3301,1158,4533,47,3337,4484,3348
1625:1567,2203,2401,2063,907,3766,1919,1426,1393,1869,2018,1888,1234,378,276,3869,3517,3959,3437,2727
1626:1643,288,656,3576,3966,4199,3783,1261,716,2847,2472,3535,1002,1974,37,627,424,3766,643,4778
1627:1360,4003,816,276,1489,4141,3083,3794,3654,253,3308,4771,887,38,1021,2598,1896,3921,989,4513
1628:1891,2160,3161,1248,1151,3083,4303,1385,3439,4298,1389,1126,3702,13,4211,3871,589,872,223,3145
1629:3798,3050,4927,4665,2308,1753,1506,209,3490,3886,3530,3368,185,246,3597,94,2153,4697,4054,1579
1630:2667,281,3484,2070,689,2296,1496,790,2860,4763,313,3437,3022,3835,3154,1883,2951,4315,3024,3055
1631:113,4427,4539,4995,128,2410,4291,756,4106,1997,2375,3204,214,3090,382,1335,72,2300,2205,884
1632:4962,3766,212,4568,4082,2018,2239,3159,2826,4748,843,3364,38,4655,288,1234,3337,2026,1068,3832
1633:1583,524,3240,4760,2487,1631,4035,2967,1535,1203,214,1364,1258,3204,1700,3981,3216,4038,1752,3345
1634:2977,3493,189,4062,3441,4044,3229,2407,70,4854,2174,1318,317,1153,1420,2844,4214,739,635,344
1635:1316,1519,415,307,3290,1596,322,4447,1376,1074,4297,1884,531,4375,634,1941,1203,3466,261,3219
1636:909,2993,3057,1488,2427,4117,3407,2719,2258,197,1200,1237,1725,4664,3824,2039,124,3333,3064,1365
1637:3829,4414,2196,4038,2728,4858,3980,1414,98,141,4273,1389,1968,1171,4136,2588,4955,3185,4985,1672
1638:202,431,4102,3794,498,3093,3662,4406,2647,4985,2095,4303,1389,2637,4133,4638,1414,3619,3244,1024
1639:2958,104,4363,219,4674,3306,3775,4242,2903,4457,2915,442,290,3085,178,480,3833,236,3719,2183
1640:656,4377,905,4797,307,2598,224,3490,1292,566,2585,1388,323,3621,1590,4089,2900,3203,1237,4578
1641:2736,4102,3170,2651,3321,1053,2183,4106,2886,2629,4198,1631,154,3108,3437,3948,1690,4193,1194,884
1642:516,402,1014,3861,1556,4282,2568,3008,2728,4936,2528,2985,180,4106,3089,236,1033,3371,1622,1854
1643:3614,2122,164,4590,1006,3114,2538,3766,37,4107,4884,1875,1626,3544,3760,1792,4974,1426,2063,3450
1644:3257,1292,3942,4199,1840,4316,4016,4070,236,4908,3967,4275,4378,3674,1623,3136,3490,2818,4482,3368
1645:4635,378,3861,488,1778,2175,1921,3175,2482,687,2917,708,4760,219,2301,291,1070,3732,2880,2292
1646:1131,2082,2868,1510,2466,4066,3651,3270,4816,4581,4905,94,4121,4697,2038,1837,954,3100,4090,4958
1647:21,3110,2443,4181,3819,4044,2956,2397,1156,4311,614,2429,4653,4083,2296,402,3580,4965,2183,493
1648:3878,2965,3569,3712,1382,305,4392,1768,621,701,2476,3419,222,2594,1177,4300,3721,3286,3360,1042
1649:2184,475,1892,1543,1140,1401,958,3412,794,367,1218,4847,3103,4245,2296,3099,1763,2297,4800,4588
1650:907,2030,2951,400,2286,2638,4180,1304,2292,1875,955,3450,4590,1151,4899,2473,2018,3707,1792,3766
1651:326,668,4964,799,1916,1121,4526,994,408,3695,4029,2075,2798,746,1670,4802,1789,3056,3984,2620
1652:2169,4652,4962,2814,2807,1924,599,3796,889,1740,2534,3031,3893,3624,1764,1198,3334,4421,2036,4613
1653:4358,2378,2208,3462,2437,3236,2938,3416,2379,3255,3379,2408,1546,2014,3507,456,1454,2927,2032,1977
1654:148,1242,884,4114,3284,710,2645,4995,2244,2629,1872,859,3053,4244,128,3396,1135,2275,26,1997
1655:4290,254,1555,2135,414,2561,2244,2851,4207,1235,148,4075,4390,3064,1332,4291,4948,4785,1974,2020
1656:1478,1238,2152,4614,3024,858,1169,3037,2779,4092,723,3270,2657,2066,4281,4412,456,4924,2263,1862
1657:552,4827,3912,3490,2944,29,3783,2534,2299,1198,694,1852,179,4761,3616,530,4170,402,1340,3247
1658:4593,4508,3343,2996,589,510,1090,4651,2546,2525,2868,1095,3831,1316,3105,1262,701,2566,3235,3941
1659:4034,735,1982,1140,4192,1699,823,477,4275,9,1723,3188,2252,264,1853,2650,1291,2668,4938,918
1660:3047,2239,1297,2297,3506,3267,2199,2072,4393,3690,169,2368,4830,971,4823,1407,79,2989,2938,2087
1661:4920,323,3026,1622,4282,2834,1412,469,1798,2243,354,1575,3682,2756,2429,180,402,1422,656,936
1662:1021,1595,2843,2988,2420,2773,154,3795,974,1561,539,909,2073,2950,4584,4375,566,645,3824,4117
1663:612,4013,1910,4967,1199,2250,4860,1479,4762,2855,3883,2708,825,3740,3633,379,3710,1394,4072,1279
1664:3370,3418,1248,4776,3686,2621,3931,3760,4737,379,908,2708,1479,491,4907,918,462,3609,3589,3990
1665:4388,4550,1748,1239,362,3985,2220,3236,353,390,2978,3207,3934,3325,3470,3322,2758,3238,2116,1405
1666:435,1138,4587,722,4353,4301,1482,993,4478,3549,1218,236,432,1942,2106,3444,4863,4731,1172,1254
1667:505,2314,2101,3230,150,2962,4965,1422,4435,4283,684,4653,183,2012,4728,4644,4282,2635,813,387
1668:2205,2085,4980,3449,4672,639,2783,2369,4836,4189,2961,4273,65,338,1235,549,4839,406,2092,924
1669:1203,4954,4134,2592,1971,3466,2177,4720,1670,2902,1460,555,4029,4972,2291,4752,4790,906,3866,2798
1670:1064,2975,4473,895,943,4752,3056,3291,2608,1651,2291,2902,1669,4972,2798,4029,326,3301,4574,2591
1671:483,4389,2621,103,774,2785,3316,4300,3889,3559,3001,1100,3815,862,2773,2042,1922,3460,4771,4588
1672:4556,4052,3932,500,3076,1637,1301,3888,3216,3351,4038,2545,335,4035,2596,625,459,4832,3980,2879
1673:3624,2712,2989,2938,3802,979,4095,2374,2781,4849,156,2693,3620,2195,4647,2345,3751,2621,2807,2099
1674:2012,1195,144,4770,4390,2065,4932,1405,1649,3842,1940,3325,2368,809,2296,2660,3041,3236,4966,805
1675:4891,1336,1553,1392,145,4962,4837,2921,665,2807,3162,3818,512,2293,2429,601,4670,2629,3693,3365
1676:4508,4,2963,1365,4348,1316,2081,3342,4024,3012,1512,2290,4815,510,2179,3332,3207,1262,1593,4805
1677:2938,265,4571,3230,1322,1292,389,2838,1215,514,3998,4243,3189,3537,4970,355,1110,1875,3144,3583
1678:3024,4474,4684,4248,2433,842,3790,961,1250,958,1480,1656,2359,4793,3037,3001,4588,2783,1792,753
1679:2703,1972,2958,3719,4800,822,30,2004,93,3194,206,204,865,3115,4030,3689,2049,4104,1810,703
1680:4942,4961,2183,2865,1970,2896,3351,1535,3597,2601,2202,2694,1999,1778,4265,1070,4741,708,2324,2917
1681:1953,1346,1676,1971,654,398,949,277,242,1248,1370,1707,3084,4343,1959,353,3376,1362,3567,4865
1682:3466,468,709,280,31,4574,138,3993,560,1731,169,1776,3313,4954,2694,211,2251,3236,2865,813
1683:1392,2812,1448,4721,3112,3893,3614,2693,1801,4518,3247,279,1198,3365,3941,1312,2057,3770,3693,552
1684:794,455,4143,2722,1501,1176,2695,4465,1217,1144,3752,354,4617,2458,3186,449,404,4290,1285,1090
1685:214,889,113,1494,3659,384,3728,4539,4450,3940,382,814,1631,2512,3521,4081,4813,4291,431,1436
1686:1804,4769,3419,4628,1928,3113,3191,1021,3337,822,3677,638,783,290,3794,3758,3075,2130,3712,729
1687:4416,1939,1154,4955,3139,1299,1816,3662,3962,604,347,141,4938,777,3066,2637,2815,4033,2196,3089
1688:4668,2965,1844,126,824,2436,1176,3937,4302,3628,2691,3691,160,1457,767,1884,4417,2359,4235,1285
1689:378,1385,2564,1061,2695,1070,848,752,1515,237,1265,1508,1241,2144,2283,2805,3000,4465,687,2880
1690:36,4513,895,1194,1026,2272,1209,2499,4145,2782,2534,4483,900,4181,496,3904,1801,4432,770,2109
1691:180,1874,4799,148,991,2356,4435,3363,1661,150,3008,2348,4356,72,4284,4500,1820,3756,2721,2054
1692:4576,2402,2878,2535,3435,3984,1283,3097,3226,2707,910,4371,2823,3975,227,68,1221,4448,1849,2730
1693:3645,3760,2118,4308,4455,813,2927,3713,2828,3885,606,2014,2920,2214,1363,858,790,2234,2831,2930
1694:1332,3774,4192,1722,98,3939,3640,3547,21,905,3830,3922,222,4823,1371,2906,3333,4375,4938,2040
1695:407,3827,4181,931,2401,288,378,4722,3619,3183,4180,2292,726,2727,4198,1567,4828,3766,3193,1136
1696:1959,2888,113,2596,41,1902,3932,1776,2487,3216,693,1203,4035,1583,4232,2545,1672,4832,2925,4038
1697:1252,4653,1016,1612,3487,1549,1422,1161,4383,402,4282,2429,4973,1850,684,3008,4284,614,1412,3039
1698:908,3204,708,4949,10,3203,1061,691,2615,448,4081,2890,1790,6,3954,1515,25,1537,598,2880
1699:1892,887,3532,826,4847,735,671,1281,2245,1617,1659,3640,661,4003,4997,2252,2668,3171,1226,4300
1700:277,2700,4629,1605,3823,335,949,3255,1458,591,4035,890,1633,625,574,1203,1953,3999,1596,4414
1701:3549,1745,2018,2350,435,4204,4779,3452,299,1014,432,2747,1254,2428,1942,3779,713,2479,4731,2193
1702:2235,3352,3596,72,3802,2406,2577,2655,2348,4657,4103,3737,3655,4164,2584,2635,2351,4612,1383,3163
1703:3236,2515,812,691,1335,3260,1236,1144,1752,1508,4907,2144,119,4438,3926,1535,25,3387,2808,3240
1704:13,1242,2289,2512,3057,3809,2178,867,3046,323,4089,4929,929,4844,1990,1841,739,1733,1966,914
1705:1126,1957,2637,4955,1396,4196,728,4835,4406,4443,3089,1302,4436,1882,400,3243,109,4187,1084,1603
1706:3511,3343,4005,1310,2707,4377,380,2296,3576,724,2649,484,3320,2559,4725,865,3333,4317,2122,4671
1707:2308,2975,1417,3428,21,466,573,4300,4086,3500,2648,654,344,13,2553,1809,269,1370,4402,4936
1708:1338,407,2026,4532,4828,3126,3707,2424,4590,1426,2063,886,4672,4918,2686,726,3959,3535,3769,4722
1709:4485,1707,1746,965,4062,878,1004,1587,4936,4639,4071,1484,3493,1305,2093,4044,797,3999,3360,1788
1710:2156,1192,818,1333,171,553,1010,2422,3038,3795,4969,993,2972,3490,3119,230,3141,1510,294,1131
1711:4614,3570,660,4332,4244,3703,1813,2261,3284,1105,4256,2422,2361,2801,456,3988,2951,1455,3888,1496
1712:895,649,3953,2167,2267,2707,956,4811,2823,3435,905,2034,2475,2730,2723,4134,3839,4035,4230,910
1713:1512,2506,4509,970,4598,1647,2170,762,3799,3001,402,2429,2516,3008,2332,2062,1412,3553,4083,4282
1714:2950,4324,4844,361,1199,4249,2429,2487,3987,248,2221,1595,4232,4947,3740,4542,3710,79,1631,3973
1715:1407,3008,2542,3174,19,1852,3953,1198,1188,4181,4054,4867,1820,4135,416,3869,710,2804,1340,3786
1716:4073,3941,2111,3803,4949,3684,3752,1312,4552,4181,552,4123,2057,1198,4012,1615,2136,3112,2761,1324
1717:2984,4117,4865,2792,4266,3801,3008,3960,1161,205,1955,3036,3934,2818,4844,310,3379,508,4227,1404
1718:2708,4732,4190,2524,1323,3396,694,2812,4898,4071,2927,1252,3016,4073,1392,3642,3214,3515,3730,2707
1719:265,2348,4921,2399,1027,2449,2938,4857,3834,1040,3011,3208,3783,692,3630,3833,1737,2388,2915,2072
1720:889,3940,814,2375,909,4698,4056,72,384,52,382,2145,346,113,4995,884,4365,4131,2501,1058
1721:3724,4813,4202,1395,434,3628,4641,4544,2707,3798,380,1152,1602,3348,1598,979,2641,3286,4086,3257
1722:4751,4865,4063,893,4544,4962,2446,3374,1905,2146,749,1824,3973,1154,4680,4014,4567,3929,2038,2626
1723:4072,1291,4228,148,477,2159,1070,823,3449,2703,1659,4971,2473,1910,1250,2047,4938,4970,264,2257
1724:1727,2773,561,3484,2433,4663,2081,3567,3047,2199,238,1227,4033,4981,588,2951,914,753,1563,3690
1725:1676,3824,867,3868,4500,355,1233,2445,2953,4684,2554,1341,3992,2081,2537,238,935,1636,2433,1990
1726:3000,1863,1079,2134,3934,1359,621,4567,3547,1067,4186,637,465,659,1113,4670,2429,4134,103,2553
1727:1584,2963,4038,4451,4067,929,3184,4172,948,4929,1446,2183,1724,200,3124,2950,1059,4200,2285,4375
1728:4165,15,3995,2828,115,4779,2565,0,2428,1254,4056,2765,2512,1453,3731,4899,4044,2178,3943,1181
1729:10,1666,3314,2421,1295,1731,654,1707,247,3202,3144,2911,2467,13,3623,3018,4688,344,3022,529
1730:1608,3720,4851,2874,540,654,796,2490,348,457,3322,70,4764,1417,3623,344,1359,2732,4343,2628
1731:2694,3492,3594,1208,10,4977,1861,3975,3669,2740,3236,1587,893,4865,4029,3313,4333,3819,1818,2705
1732:3376,331,1634,2174,1417,3043,241,2840,2732,4343,4851,3229,3726,1818,3720,3493,2765,4854,1375,2490
1733:3108,4698,1966,3310,3728,2653,484,884,4116,3396,4106,2145,2178,4977,2991,3943,3796,3761,2253,467
1734:1942,4731,3774,4537,3840,3757,1217,299,4457,3889,1331,3257,3284,4725,1285,855,2851,1684,2452,3015
1735:1480,1107,4344,148,2997,1897,453,863,590,1383,999,961,4017,369,1907,1217,1787,624,3407,3784
1736:3482,1513,25,3846,1587,1237,4796,648,3618,1293,2469,1649,61,13,1319,4189,611,4033,2751,1230
1737:2938,3276,1297,4830,135,1040,2640,1977,4857,4384,4023,2408,4841,1719,4386,4519,2388,4823,157,783
1738:214,549,3796,909,3565,1007,1294,103,4920,52,3954,11,3619,1850,4782,2113,613,4747,1274,1420
1739:3145,1535,1400,4050,3130,1703,4420,1960,730,3920,3231,865,4564,3000,741,1144,3561,3240,2782,1236
1740:4391,496,532,3783,2983,1816,4613,3893,3719,759,2807,1800,1652,3112,1198,1392,4996,4057,3624,1445
1741:3243,1234,4063,4561,768,1783,2137,3283,273,3886,3364,777,1077,4751,1602,4568,4590,4239,3959,2154
1742:123,148,3819,1002,4752,302,315,2502,2798,2334,1147,2451,484,2251,4559,256,4954,744,1460,4743
1743:2388,4384,3942,2239,3834,916,4800,179,3698,1576,4830,2380,2640,4387,3783,894,4705,1399,783,4277
1744:3110,622,2118,1422,61,2429,3765,3618,1412,1187,1197,2962,4032,618,2068,3795,3146,402,684,614
1745:758,828,4813,896,2422,2829,1105,3653,2070,2192,118,1929,2507,1893,3988,4338,2676,858,2941,3351
1746:1191,3243,185,2005,535,4898,954,3496,2076,3827,1837,3668,1032,1106,217,294,4096,2832,1004,518
1747:3240,1752,2283,1400,1954,66,2422,2960,1633,219,1355,2896,383,815,3000,4907,4601,3954,3943,299
1748:2252,1433,3470,1592,3907,3823,437,2039,2718,992,3165,4181,1780,284,3795,2458,4071,1181,668,2358
1749:366,4969,1265,488,1837,4067,1853,496,1061,1332,2531,4738,4037,528,3861,438,4584,2753,1505,1954
1750:2879,2373,2513,2351,2820,2324,570,1019,2991,1584,4047,2678,270,3032,4052,3932,1064,3469,1898,3585
1751:1940,3794,3457,1963,3861,1292,228,224,2170,4435,2565,3368,1549,2183,2865,108,1404,4390,4728,2956
1752:2502,1703,2144,496,2825,1265,1508,4739,25,2995,4846,549,1144,341,2570,2808,1803,3240,291,1633
1753:349,4830,157,1027,3799,4665,2495,135,2297,2380,1021,2908,229,49,1399,3050,3692,1158,2625,1568
1754:3694,3597,2318,2528,3366,3147,3981,448,993,2038,4808,2473,1254,879,1131,3757,4005,3549,2192,432
1755:4457,3739,4981,3592,3098,3677,3792,4030,3721,2351,233,21,1903,3191,1000,4340,838,4305,2435,4026
1756:2160,3012,4024,4585,4966,4754,2905,911,2494,2790,1248,1372,4250,4880,2151,4025,1262,4605,2296,441
1757:4142,3043,1863,1774,4526,331,4033,4588,3198,480,442,3794,4981,1938,2183,1506,645,1334,290,2678
1758:1182,97,485,1698,2940,1020,1070,2135,1404,3378,1934,2989,1560,49,805,3236,3739,4541,2946,4842
1759:879,4353,3648,3774,2428,4048,3366,3018,299,2260,4606,3147,3127,1443,2747,1942,2258,3287,951,644
