1803:8150,1704,8038,2717,5938,325,3198,1067,5643,7562,6803,9636,4544,3300,4055,7953,3220,3082,6203,5023,8593,7914,6853,4976,1016,8693,8812,4998,523,1688
1804:9299,3248,444,1212,740,7850,8348,4245,3585,7891,4236,3155,4177,5846,9056,4391,3518,5557,3331,4766,4078,6306,5459,3170,2680,7028,1554,2060,6054,9356
1805:3611,2395,5681,8978,4642,4015,838,792,9056,1454,4424,3944,2660,9431,7327,5878,7119,1331,442,929,9250,5782,2667,7457,2214,6532,8703,387,4861,7474
1806:8015,8994,5040,8104,6580,1726,4043,6765,1801,8901,485,779,2678,5108,4413,6947,1090,5787,7536,1592,5459,6978,8303,5731,5909,2070,3493,3737,2747,9049
1807:67,7406,325,9114,7677,7782,3241,8737,357,6185,6241,9502,5831,819,1202,6925,329,2769,2686,8150,1295,6893,6572,7434,5263,8744,5938,8304,5461,9970
1808:8193,4194,3280,2594,8751,9855,6073,1486,5255,2223,850,6014,1321,5734,7415,4550,8333,9456,6997,4663,6742,6903,4972,2153,2309,6346,5503,7046,3961,3579
1809:4921,8342,9681,1199,8638,8043,1225,627,7690,1335,3488,632,5288,1681,8507,1100,1055,4809,5826,7385,7196,1136,6926,5575,3904,2936,6201,4845,6923,5983
1810:6880,7399,4423,7802,1004,1097,6840,4431,5464,942,2945,538,6445,2420,8318,2942,4249,3131,6874,5719,5830,2387,9812,1140,3525,1623,7728,3367,7663,4264
1811:3963,6261,1481,5378,7638,5342,1583,5236,1751,1878,9945,9815,3301,1825,7450,828,6605,9935,327,1270,7891,8413,4173,1237,9982,7378,1363,5102,6166,1957
1812:7612,6612,3640,3257,6508,1254,8771,3418,667,173,5239,9839,9739,4306,2379,8881,1907,6767,490,9469,2949,2019,9992,9682,3003,7828,6031,7063,3164,6896
1813:9928,7609,792,3277,3963,9162,3595,7146,2404,3478,9629,9627,7958,5439,828,6354,1458,7413,7370,7579,2638,7802,6005,6645,9950,7005,2052,8447,8333,1636
1814:4471,9817,3321,3387,6310,1546,6764,7738,7566,2212,898,980,9372,8835,3047,611,9822,6571,7998,4078,3512,8138,3209,3766,419,9112,1604,743,126,31
1815:3930,347,5312,6398,54,3839,4831,2584,6917,4623,2224,6790,3719,7898,4926,5668,4093,4600,7480,1375,8769,1167,6720,6621,9887,6080,6090,3359,8932,9805
1816:2723,1763,2943,9578,4866,8196,1025,4894,6448,9818,1433,9958,4192,7027,852,2791,2866,465,7301,3691,85,8200,3732,5478,6977,7495,5882,8428,1459,8078
1817:9669,6829,5836,2454,7009,8835,613,8224,9798,6583,1996,2287,9349,2854,7730,2378,4886,761,8333,1581,5001,6788,6556,6503,7759,8213,8973,7831,9595,849
1818:3418,4279,6031,185,3409,3735,5663,9344,9509,8328,8771,1907,5085,2019,8636,554,2416,6703,937,2861,5242,1254,6612,9548,6536,7479,9682,692,5298,3666
1819:3208,6571,6251,9524,171,4565,5051,8171,4057,3752,7929,819,361,4803,6177,2769,5009,163,5647,67,7782,4047,1444,5480,8038,1279,9871,3413,5240,9309
1820:3840,268,9822,7723,1004,9583,641,7,8332,6230,9455,3736,3934,4603,8775,2430,6386,1093,8936,6931,9016,6822,1825,484,2309,136,3976,3805,2441,3525
1821:433,8079,2529,8159,458,5733,5835,4665,1502,2477,753,261,2688,3545,6376,1701,6982,6740,4539,5563,4604,8287,6411,1678,6017,863,4944,6561,9469,648
1822:9089,7785,2383,692,7237,963,4650,3686,7353,611,5423,4526,6687,450,5624,3773,16,6121,2267,764,6835,346,6296,4644,8498,2535,3013,8065,723,8842
1823:4817,3089,4073,8926,3581,6606,6522,9044,2243,8974,650,5489,511,1675,2366,8022,2622,2050,6235,7605,9341,8871,4431,5114,422,543,7728,2311,7663,4249
1824:8193,2942,396,4548,5607,5216,2153,2298,2471,30,3245,4433,6354,8846,7206,6524,9218,3367,2693,7108,1509,941,9592,242,4980,6060,141,9533,9362,6665
1825:3990,8917,6537,2334,5484,5370,1045,7,8798,9591,1422,1623,2430,3805,8358,7247,7881,8560,4557,6850,8206,2443,7354,1445,1053,2046,2537,377,8454,9433
1826:7682,6243,9557,517,7537,4849,1316,5644,3506,2315,1185,9005,3034,4554,2912,4439,8926,1582,5236,3993,6672,5468,3436,1193,7546,3169,8296,7262,9357,9926
1827:5810,5132,9267,802,2372,2390,4506,1201,360,3705,1926,9377,8811,4623,2135,4953,3829,5931,8908,4781,8829,1962,5157,2942,8469,2090,529,6701,8703,831
1828:7351,8633,2683,4861,4094,3699,4497,7980,8369,981,2667,372,2616,1511,4293,8395,3068,3886,5893,5980,5700,9257,5586,1024,9730,4690,1679,9648,9797,7350
1829:8803,2385,2977,1240,4258,8659,7646,8111,442,5285,5215,7307,2542,7366,7837,2806,5640,4041,6497,5216,6767,1516,8491,7365,9202,9318,9376,7900,5132,6528
1830:3548,2131,2203,5081,2176,1612,5243,9237,4522,6320,7155,6822,3254,5079,7313,6473,9678,4636,8470,7764,8236,9734,7883,1447,1619,6663,1505,2867,7844,102
1831:5586,6487,7383,6993,8192,3123,7723,1447,57,2688,7447,5361,9024,3068,7910,2677,8775,6982,2703,1825,611,2931,5112,676,6627,5527,4248,5771,4944,7979
1832:7547,4940,7933,5235,4094,2721,3387,2683,3895,2431,4387,3080,6694,3944,7119,153,5591,8395,1805,6611,1215,6150,7327,5893,2052,387,26,5980,985,4861
1833:3063,2884,3648,4970,5427,2167,1154,4507,6544,8858,6585,9593,5999,3347,5728,1382,453,6151,7377,2502,1778,2435,2531,1910,7904,2129,6404,2968,2069,9326
1834:9789,4988,5644,9665,3506,1630,2683,1193,6818,273,7992,6666,6084,699,2715,8006,3043,9469,5127,8296,3168,131,7107,643,7143,9381,7513,7261,9796,3209
1835:9089,4947,4181,3379,5640,7177,2624,2780,4959,4860,3172,4623,1013,2629,3084,9651,4539,7099,9221,1837,7472,283,7457,3098,811,6790,7480,8159,8450,3976
1836:8770,2203,5079,7649,7365,631,343,6822,6819,1619,3777,8102,696,1555,8741,6774,8734,6538,8384,7447,7681,7893,3537,7548,7039,9086,1329,2288,6610,5023
1837:4675,8401,4962,75,6296,6621,1382,9755,6597,4789,8726,6698,4331,1868,2884,7326,1464,4504,8130,3131,3686,4289,3454,4434,6456,1179,3136,6700,974,1835
1838:8125,7824,5713,1556,7916,9612,6421,4144,5276,9053,4867,9979,9574,6965,164,8163,7010,5535,5972,1719,1723,2200,2692,1125,5449,35,9499,2835,9453,8527
1839:1242,1402,4088,6394,6732,1833,2435,115,4792,2013,2865,5769,376,3063,9593,335,2069,6456,7342,5999,1889,773,1845,4070,2389,2884,3454,6860,8057,150
1840:8175,1933,1539,3865,4217,3315,2227,4702,8978,4564,8219,7115,4553,8069,1454,1639,3899,5240,6969,9625,67,4470,4493,7615,8669,5177,8763,132,6776,3572
1841:7014,8341,4582,1355,789,222,7834,4052,7175,9822,84,1285,1946,5274,164,2452,2835,2598,865,6284,6299,8578,5658,1498,8527,6229,3299,4890,1760,6011
1842:1295,1051,523,2947,2308,9842,5267,5263,3127,6714,2769,6451,3818,3300,8300,8767,4310,1542,4201,1279,320,4091,2607,3950,9370,7715,1444,9854,163,1201
1843:6320,3524,9734,2911,1584,7685,8355,8544,1619,1741,3048,9541,5330,6822,696,8734,7313,2352,4778,8629,9436,4723,9001,2282,1392,9678,1311,7935,9215,8698
1844:6824,2727,8251,4589,1577,3640,5204,9836,3653,9385,8735,5826,9425,3677,4769,8537,9507,5621,5301,9767,9761,5581,7901,2408,7257,6148,3695,2208,5940,6100
1845:4118,4956,6456,9593,6564,9828,8229,5999,4406,2005,4970,3347,5649,5224,2884,4792,4374,5152,9966,7514,5657,3856,9881,7160,2069,3844,1993,6349,8970,5547
1846:1557,2754,1618,8395,8249,4861,3065,8376,7547,7327,666,4114,387,4997,985,492,3695,7933,7488,6946,844,1937,3944,2605,316,3895,2683,8847,2385,751
1847:4405,6184,3335,6879,8231,5238,2221,580,7118,9885,4246,7288,1866,5911,5406,7867,1223,5608,4875,8565,3644,1135,6754,2341,4808,7977,7576,5304,3404,9594
1848:1448,4766,7930,347,950,6706,1916,8267,6831,4506,5525,4623,5039,8459,1777,3047,9397,2449,3994,5729,8670,2992,407,6676,613,7592,4353,6067,2457,6775
1849:1693,5159,7350,633,6749,8180,4026,3092,5931,448,8524,2446,6188,8857,6575,2954,6621,1464,8467,2312,570,7172,5099,7913,4808,3372,8925,611,5289,3379
1850:8249,1378,9155,1012,2730,8103,6150,7781,8839,856,3065,1777,1464,5647,5537,4293,5580,3521,5768,9969,9538,8896,4885,8940,4114,3064,26,4947,8001,8561
1851:4764,8659,1780,8838,3861,5931,1726,332,5252,7472,7388,2085,1642,9395,5740,8327,9098,5140,5337,7952,5413,9203,9968,5640,7062,257,8835,3605,7491,9880
1852:1348,5202,4550,4822,4194,4763,4269,7086,6645,8960,790,5503,4538,3354,7186,4982,3247,3579,5566,3961,9106,7005,550,6929,141,7712,2322,2153,28,3206
1853:357,4739,4215,8675,1295,9294,6227,3283,8593,4282,1551,8744,5180,8362,7987,9983,5263,7686,7879,8737,9636,9036,7914,7406,2314,7272,4338,1865,9669,2634
1854:2318,2170,135,164,3024,5005,3431,5844,8685,5246,9996,6510,4204,1977,1122,8367,56,9116,1478,3346,9729,8180,8587,3473,2837,8783,5455,7443,8788,4698
1855:1976,1588,5423,7228,3805,3028,2270,5484,3736,1045,7026,4947,9433,2430,7881,5529,5370,369,9161,1445,99,692,1308,9166,8798,2173,6537,2514,2152,1053
1856:4644,2401,573,5931,5964,6650,5438,1158,5826,5453,7582,4338,2942,7041,6430,9297,6284,5031,2007,5208,8501,4416,849,7807,7092,9720,9102,3367,9207,6278
1857:4043,6083,5413,4407,2340,7353,752,3702,2178,5945,1261,8025,8567,7840,6732,4872,7824,8476,4243,7814,9478,1315,1869,7153,708,3585,864,5931,9376,4464
1858:7144,2800,9084,4760,910,349,4431,5617,5330,600,9469,4385,285,1911,3967,8420,8645,335,8790,2656,3317,9180,3287,2527,3131,6084,467,4251,727,3584
1859:8843,1539,7941,5986,5407,8182,6776,6845,4781,9199,6425,532,8837,8359,8370,1689,5344,6323,159,3354,8387,5437,8703,6365,8543,7722,2859,8032,3037,8438
1860:1403,6102,7004,6067,3367,9611,3707,6464,901,6405,6025,8299,2828,275,1689,2557,9545,9465,5264,1217,6727,2063,9888,3030,9556,2916,921,2964,4289,9380
1861:7725,2771,5156,9927,9370,4739,2800,5263,701,1295,9016,8737,210,4310,7594,5267,9486,9983,1251,2854,4610,1668,1544,6514,6596,9970,2947,8448,7272,7946
1862:3595,297,9804,6982,2955,7027,8555,288,9911,1372,3602,6977,8078,5456,3411,5478,2026,7378,852,2723,1763,8127,1363,8196,2682,8066,4097,6248,8648,2701
1863:4553,1308,5801,2545,3209,8679,4025,7,1643,641,2646,5015,2603,4636,4402,7000,8936,3896,2152,2638,5827,7383,7471,7823,2386,8762,878,7403,8997,823
1864:0,7754,8394,3130,2876,7063,8637,7134,185,4312,7549,4214,8636,6810,566,6952,3418,9365,6896,6173,1254,2344,2019,9039,1907,6612,9545,490,5555,9992
1865:9844,9666,2675,2712,6185,8860,4188,6035,1409,4492,5263,4087,3782,7715,5180,4161,4338,1853,1699,4215,6245,4071,129,3426,7914,4525,9997,6610,2459,3198
1866:5990,8565,5155,4716,715,7205,560,4679,6973,1847,3404,1470,2155,8231,7288,248,4808,7576,6088,7588,7670,1258,6754,7855,5304,2341,5217,8927,6879,7835
1867:8291,9405,2947,5263,6785,2949,173,6173,2470,2019,5530,4638,151,8714,7220,490,1444,1735,566,8617,7463,8817,2690,1295,1432,7406,4338,9039,546,8352
1868:8463,3620,604,1382,5506,4675,2439,9833,7433,2292,1464,5657,7025,3552,2482,5750,3783,7790,1825,1273,2129,8445,1747,706,7088,3352,2140,6456,6313,5999
1869:7840,5228,6610,8001,2789,5931,731,8972,1501,2503,708,1997,4904,5787,6945,5158,9410,8446,6186,8122,8213,1315,6405,7742,3513,290,6251,8734,5454,864
1870:6982,3107,4172,1986,5065,2007,4851,9773,9957,6737,7205,2093,4916,7491,1906,887,2060,3043,7509,8327,1651,7744,8792,4787,2024,1055,8842,5259,5492,1335
1871:780,4582,7140,3593,2786,1296,7187,9823,9283,6173,3108,5085,8305,1885,2914,3608,4348,4604,1228,9801,9992,2690,6508,3032,4338,67,4553,3635,5190,1008
1872:975,5032,9270,5406,7619,3326,305,909,5640,8450,5883,9336,7952,1186,2136,1524,2230,1171,5066,9700,4665,4865,92,2653,840,3861,9194,5593,5194,9395
1873:6245,2848,820,1444,3082,1431,1688,6860,8915,3367,8565,6831,2496,4947,7802,6072,6404,6796,6142,1135,7914,1409,1958,9325,8464,1152,5125,8076,5201,592
1874:3488,3087,5468,6594,360,1076,9766,9186,3464,6730,5718,2870,1849,6636,4241,843,4147,4973,6199,6030,3821,8327,22,7995,6696,7463,9147,5790,7143,9114
1875:5080,9802,9887,9015,6537,3896,1825,3824,5423,6131,6867,3876,7502,1137,4065,8206,3710,8834,2521,8866,9904,2349,7625,8327,7881,1053,1411,1635,3426,4071
1876:5681,6219,1541,124,2450,7758,1805,8121,7080,3368,3301,9470,5146,7795,2883,919,9662,2591,5045,9917,9179,8389,2510,6274,9248,7818,7752,3885,3825,9043
1877:1977,6196,1604,5318,1183,5279,580,4747,4698,3484,3443,677,8180,3351,9950,5931,3575,4614,8494,5106,8055,9235,4642,8276,5225,4562,8685,7518,7004,5870
1878:5616,229,614,5456,9815,8951,3731,1372,3560,84,5124,6289,7204,9818,9911,9547,7495,8413,3810,8648,3587,3464,1767,5797,8641,4291,2682,3590,9229,606
1879:3106,3344,6552,1669,3826,8587,3898,6361,4562,7584,324,488,9713,5495,8180,317,5184,5238,1122,1377,4558,226,3432,112,4964,1130,7368,211,1478,2162
1880:6822,7748,4095,2203,6378,5331,9731,8835,8133,1619,5430,9530,9469,2687,8412,6774,9694,4582,8236,2699,4730,148,6807,2282,1628,8629,4474,2911,9734,5142
1881:5187,9514,3549,1825,5965,8607,9096,3233,6622,2855,3918,6969,9455,6076,2933,2184,5105,5681,7121,8499,1271,1135,9609,1101,1203,615,8400,8287,7615,8341
1882:1482,741,7635,3163,2093,516,8929,3500,7314,2857,9709,6614,821,5759,4147,8410,3473,7178,7860,5096,2166,765,4859,152,7291,2084,2596,5117,2365,179
1883:2986,3557,549,4762,1225,1706,9195,9387,9469,3904,5505,2879,5575,4949,4172,6502,6720,7231,6926,9383,4241,7083,8638,3972,9451,8023,5035,2928,9322,1411
1884:3919,438,4676,5920,4807,9960,9152,4999,1245,3720,2437,8865,8014,7590,476,8885,5537,8205,9385,2170,5595,181,6249,8537,8574,1743,498,2592,7783,9339
1885:6185,1982,3127,2607,4482,2603,3330,1444,2947,5263,8362,7879,9623,2595,8921,1678,67,6543,9564,8305,7914,591,4739,7272,9800,1295,7406,1976,1853,1871
1886:5236,7204,4205,1979,3812,4427,5476,8906,9911,7600,1626,8812,450,402,2747,2295,8196,7235,2568,4512,7069,8034,7024,9224,8907,8078,9671,229,8797,8221
1887:4236,8492,6083,1516,6338,5151,9407,5539,7355,8498,2410,6706,4040,3275,3051,5652,6789,7596,4276,7028,1667,908,6463,740,1239,1266,8274,2393,2071,7241
1888:7637,5494,9980,1383,9057,9841,8375,1464,2116,6793,4415,6496,4251,9194,2529,9469,6798,2075,6981,2668,8079,4658,4122,4532,3845,4551,9505,6425,875,1359
1889:673,9175,8847,3399,3025,2405,335,9874,1015,5999,3246,2435,2543,6349,2227,6597,5750,6781,1328,6718,2884,5649,3026,8970,115,5769,5368,1839,1560,1945
1890:2622,6105,8247,9074,543,6783,4249,8655,7692,6470,1196,7593,6580,2124,4795,9367,4959,1097,67,8467,5721,2549,1034,2420,770,3462,2284,4557,3840,3367
1891:8483,2313,8386,3477,2949,8937,9463,6102,5805,8817,8028,5347,7918,2496,8771,8223,5663,8159,6405,8617,3130,9065,3483,1228,6737,8446,7050,8508,5316,2363
1892:865,7623,5175,3493,5820,7372,4043,1726,2747,8025,6978,5669,3628,1261,1368,9729,4395,9049,4464,2912,7829,6405,2070,6199,1959,1592,524,864,4572,1801
1893:1516,9299,1239,2909,9276,2410,2071,5038,6338,6984,6306,4236,1599,8955,4168,908,9499,3334,5652,4460,9407,4391,7095,8366,1572,1123,9136,856,9304,2572
1894:4618,5803,6970,7447,6123,4252,1296,7531,9659,9625,5425,545,7819,3958,323,6136,1121,1690,8549,5266,6196,1790,203,5446,8587,4910,8963,1056,615,6335
1895:7918,5923,7443,4147,5399,2349,5493,9712,2230,3409,6555,5506,3640,8785,6141,6508,9271,6578,5317,3666,9839,4004,5910,8982,9992,5410,4727,8835,1321,6849
1896:7393,9505,257,9001,1701,1269,5593,825,4482,9802,111,3679,4351,8775,840,7764,6122,611,4797,5032,8970,4326,6417,6982,9469,1077,5982,102,8455,4114
1897:1201,4913,7000,1789,2334,9301,8917,6284,9942,8461,2353,8557,6867,7122,8835,9591,2099,8803,5348,7120,3840,9433,4830,724,2046,220,7316,2471,5423,9822
1898:9885,2874,4405,4214,5693,7588,6188,2188,6754,4990,2136,1216,1312,7411,5501,9239,2774,3150,8076,9359,1405,6175,6086,7633,24,4327,3569,7862,5204,4695
1899:1941,6624,4747,3084,6437,9533,2942,2298,6875,4748,2590,9228,8101,4073,1140,3612,2122,1670,3081,6235,849,4746,6305,4548,6852,7477,9068,6650,514,5099
1900:7879,9874,516,2683,4416,2496,8842,5065,1986,1665,5667,2086,9981,6831,9891,2468,4577,8455,301,6628,4004,4489,5229,513,2013,850,1491,6737,391,8007
1901:9388,1674,9996,5132,6993,2213,3153,3804,3181,6621,6649,5961,7089,2977,4977,8803,6062,7593,542,1787,8535,6817,3773,4326,9646,6738,1799,199,2325,928
1902:2000,2224,1551,1252,9907,7701,109,5575,2385,1097,6982,4506,548,4415,611,3017,1067,6870,2481,8333,4269,3454,7404,3156,6621,1146,1845,8399,5788,4066
1903:6024,6355,3676,6039,3116,9855,2849,7524,6279,1268,3666,3654,1407,6553,2455,5544,1610,7243,7206,3593,1825,1636,9075,5317,6860,1980,4663,3961,2404,79
1904:5586,2683,3716,3695,2963,8890,1947,9250,9598,153,3249,5074,6242,1846,4116,2309,7882,985,5241,3859,4661,7980,548,7926,1308,1024,8447,2231,9465,5781
1905:8769,3722,4581,6835,831,3656,4534,3711,764,771,4831,4926,3015,3839,7114,8368,7366,4280,5532,1243,8932,4290,6621,2224,5215,7592,1635,564,3719,6756
1906:8182,1,5045,3690,2135,5032,8147,2859,8069,6781,532,5093,7927,8540,7818,3146,2420,3584,1870,9386,4176,8703,9963,9715,2007,2494,5137,7983,5748,8400
1907:2949,8771,173,9405,9682,1812,6896,2379,2914,151,5530,3418,7733,4306,3257,8923,2019,1095,2743,5242,3093,8328,5606,1254,6031,6578,8673,490,1411,8637
1908:4282,5239,2765,9432,3330,5642,8235,9636,3557,8744,8473,67,6572,1191,9831,8737,745,4728,1202,8860,4253,2941,6340,1070,5291,325,8605,8304,7003,3003
1909:6076,9183,5002,2717,4521,611,2116,3543,6981,1580,8835,1213,875,2123,7360,3990,5835,349,4318,1257,534,5601,5767,4944,6376,1359,1981,5958,6017,6341
1910:2389,3063,3873,9326,6698,6599,6585,7025,1833,6151,209,7136,1382,3856,4384,5714,4295,7088,6544,1400,8570,7575,8020,2435,9593,4857,4426,9484,6731,6456
1911:9939,1858,5371,8683,1757,4755,2510,3129,5570,4693,8227,8298,7834,412,6582,4074,3615,2237,8543,2487,8580,6312,8485,9080,9770,7983,7737,6764,6310,7934
1912:8586,9855,141,7705,7415,2287,7005,8739,6355,4868,6354,2755,7305,9603,6345,1802,421,4779,8846,9145,1377,772,620,305,3206,9075,7413,5470,5550,3478
1913:6039,508,1977,8612,5359,6248,7524,3425,3002,1382,3203,8784,8960,3255,4060,1366,9075,1775,6898,5803,3780,5603,7413,4367,1407,1632,5843,3464,8729,4642
1914:4051,8336,8315,3055,7341,4829,2390,4528,5124,8588,3643,3120,3560,4290,4107,9338,9170,3515,2321,351,2913,7598,4558,7543,7226,1921,7979,1294,6870,5379
1915:549,6802,1825,4762,8861,1073,6138,4410,7083,6101,9471,6192,8557,1308,6637,8185,8603,9413,9646,6677,3488,9822,7987,6850,1706,1735,3315,9712,4233,5965
1916:1091,9959,8886,3923,7941,7577,1558,3312,6259,1603,6196,2086,9827,2056,226,6467,8587,4387,8694,5495,1659,4633,2022,3106,7478,337,1280,6381,2158,3286
1917:6304,1092,8042,1198,6767,9871,6909,4822,8826,5826,4670,8548,6746,1212,6569,8026,6901,9124,3687,8104,7055,4230,8893,5170,521,3208,2946,9735,1020,8148
1918:3899,3640,3791,9398,6204,8689,9044,3109,8887,411,5312,7881,3279,3415,604,1435,564,2475,811,5047,1120,3230,8338,2946,8799,8837,2534,4506,333,8494
1919:7348,762,4549,3985,3967,7952,7619,4428,9615,7106,2580,9968,8265,5369,8294,1642,7911,9242,5158,6693,6628,4665,5500,8439,4798,311,8657,7567,3043,2309
1920:5722,5286,8024,4589,1101,8656,2198,7255,4708,983,1744,9942,9164,7425,9761,788,4211,438,6241,3209,7603,6018,1020,7122,4908,3890,7323,8700,5648,4573
1921:7494,4376,8835,8200,8354,8127,1640,7600,4772,8518,1433,5476,7495,614,9074,5115,1091,4192,9911,4690,5124,3767,7204,1058,8045,8078,9552,3850,5478,2321
1922:8636,1977,490,9853,4283,5134,9544,9265,9713,2056,1907,3119,2236,4562,2318,9967,8180,6123,7275,1682,5688,8028,6196,955,9006,254,9469,8324,8587,4758
1923:694,6091,5697,2949,1825,5664,210,3325,9210,1432,8111,5544,9739,227,6703,9112,8817,8508,4628,7155,8937,1951,5449,2160,5827,8223,6215,2734,324,5298
1924:3362,865,59,1254,1870,6536,5459,6783,2142,2678,65,5040,9514,3436,6743,1532,6256,5493,623,1528,4413,9685,6732,3243,6978,5049,9806,763,4933,6405
1925:3370,7799,7827,2973,5667,6315,6044,7595,1046,1355,7766,2837,3233,5713,3127,412,1444,7462,6299,1109,668,1135,1556,322,5798,8125,7058,2598,7566,1760
1926:7034,9064,4506,5540,6557,296,4520,3208,5826,533,1663,5674,2840,9586,4148,4389,7848,1449,9377,3431,6483,4021,6043,1020,5110,8874,8004,1198,8148,4617
1927:6574,5409,8716,3940,3874,5070,5752,5488,2110,3958,6628,3696,4471,2201,355,3973,1690,4430,18,1173,80,5540,6484,5239,6136,4984,8462,4618,5826,3376
1928:3457,5085,3003,6488,5116,9003,9839,7639,8367,6508,2475,8958,4197,519,9720,5239,8746,4816,7718,2379,3039,7942,2949,1739,2800,8817,6578,6325,6567,5196
1929:1375,9887,9811,8282,4722,3993,8839,7376,7365,2157,6080,6242,4962,906,5132,4793,5640,4120,3037,5137,7898,4409,5318,8833,8694,3259,9996,9286,7164,6735
1930:743,7841,2599,8683,7197,9307,2835,1946,419,5699,3986,7315,515,4456,412,6331,4112,3501,162,1348,4074,8156,7948,6328,3615,6201,5274,3127,462,5388
1931:2113,9945,9998,8973,3202,9525,8354,3936,2696,4883,8200,1326,4829,2955,6850,6663,2682,8009,7193,8797,4192,9661,2066,2327,8676,9077,3810,3502,2411,3643
1932:3084,4524,2665,2256,4226,2332,3426,1732,4578,1162,2371,3225,1681,3837,2729,7470,632,3413,2649,761,2414,7750,4583,5691,5219,7363,406,1029,1201,7220
1933:5061,7730,1239,9407,4542,7802,1599,9150,3141,1982,1840,3207,4570,4022,7095,9159,5038,3180,3504,8842,8409,1623,9499,1253,1572,4529,2576,7542,4766,6560
1934:370,7276,9359,9868,7961,5341,6673,9921,850,9677,3260,768,7205,6068,445,8518,3480,8208,8122,5155,2546,9594,9916,3724,5693,1756,6433,3311,8935,5031
1935:554,5530,814,9682,5367,2379,694,6159,4459,1978,3477,274,7063,3418,5111,3093,3003,2313,5081,2949,9237,4239,185,6031,9461,1112,7639,4868,2743,5242
1936:3825,8121,9776,3690,1765,8978,4166,2859,7723,6104,3496,7474,8238,9386,6845,2494,5045,638,7559,7983,354,7927,2027,8790,5344,9917,9179,8781,7915,4781
1937:4771,776,1846,4997,5591,2718,1947,1961,5866,8001,7351,9247,9328,751,5995,8249,3564,7082,6041,4392,8747,4094,2674,1557,5753,8118,3695,9890,7327,6550
1938:1770,9664,1013,8934,1785,5640,1486,8659,8845,8831,1476,8657,1370,6533,5083,8768,8949,8327,9615,3374,7365,8980,4953,5883,872,5140,1657,3043,2007,8833
1939:7583,3163,7019,7267,4438,1742,3824,1902,6101,8926,6850,5965,4290,7665,8158,8302,2682,3271,1641,2284,9598,2961,8287,2393,6212,4116,224,2838,4477,2774
1940:5434,2091,7329,8790,1454,384,227,6168,5344,6532,2294,967,3036,8600,679,3356,4865,2616,9349,9865,3037,4506,364,23,2358,3315,6969,8781,6776,411
1941:8518,9329,5375,4746,9228,6875,1999,1140,6650,5099,2122,4548,3081,2942,9746,6624,4748,3833,9044,5720,2622,8239,5264,4858,3367,7422,3539,6833,3489,7798
1942:5629,5597,9580,3711,283,2902,39,6422,7508,8406,5540,3839,941,9392,3436,6778,1787,2664,8857,595,542,3762,7480,6094,9048,2427,5963,8835,1944,6988
1943:9447,6844,1337,3846,5802,7500,3032,355,1738,9327,7382,152,6435,6704,821,8174,9573,2166,7304,5759,670,5680,9809,9472,5365,9564,8677,6484,1463,5182
1944:1223,611,4482,2427,6345,9048,8485,4642,3517,4515,4413,3005,5328,8749,1942,9936,7885,8259,6769,3912,7889,7665,6876,8182,5217,7593,4793,2251,8357,7531
1945:5769,1330,4675,2770,6718,7517,5436,335,3323,8521,8450,2435,3873,6808,4001,9593,9822,4070,6456,6349,1575,1560,6492,1889,8479,3454,4857,3946,3399,1609
1946:3177,1170,939,3807,164,6778,5713,9119,5111,8534,6386,3910,412,1018,5798,462,1498,1011,5274,2452,6315,9137,6589,3077,4462,9199,4257,4052,4065,2805
1947:6550,6383,9489,4147,6715,9129,7350,8747,238,9767,6447,5571,7948,8430,6164,7451,7424,17,9819,985,6507,2818,7082,8213,4661,2683,8369,1790,5790,4880
1948:6447,2854,3579,9928,4191,7759,8068,2080,3206,8268,3961,9610,7954,7209,5156,786,3037,6275,285,5550,9619,6503,5503,8333,3247,5703,4707,7712,7005,7787
1949:1090,2618,8896,1959,3410,6043,4043,2106,7623,902,5950,5175,708,623,3166,585,5491,1532,5873,8488,3493,6851,864,8972,6405,4572,7829,7840,779,6688
1950:3613,5820,1513,8586,5365,571,1708,4252,6851,87,7138,6380,2226,1641,6028,9659,2981,9402,4593,5045,1183,2349,275,8908,2439,9962,3792,178,7981,5182
1951:8508,1254,8771,2786,7063,8923,7134,9682,5606,3880,6329,8111,7639,4638,4175,6896,8673,190,4279,5530,5242,8000,3483,7581,1065,667,1227,5664,2344,5298
1952:4822,2000,4269,6108,9259,1062,9908,1140,2456,5782,3208,3708,9942,2827,2292,1277,2384,8799,5968,3929,6525,4271,4762,7416,4680,4143,7045,504,6890,8830
1953:3918,7760,1239,2033,1329,2969,530,7392,6734,6272,8159,7156,6296,8863,1896,479,5134,5303,1472,6856,2502,536,3334,6982,5006,5002,6335,1959,5063,6777
1954:265,9539,5705,676,5365,9168,6658,5467,383,4334,691,9851,5680,9704,7219,7181,6586,2838,18,471,385,3550,2875,2425,2159,1465,443,765,323,1297
1955:4828,9185,3815,3242,8825,9505,7688,4728,2837,6411,443,2309,5676,9573,8375,8760,2084,7824,648,545,4539,6982,4642,1318,7387,8527,1005,7101,2529,8740
1956:5594,7678,8587,5455,9996,4012,7274,401,509,2886,9478,5822,6298,8182,7888,8276,211,130,7263,5953,3008,2098,2059,1659,4612,6196,2233,2010,7295,5633
1957:1816,5478,6929,8907,1503,7664,518,2723,5364,5147,8283,4173,3436,9367,6657,2866,3849,3903,579,8273,77,1990,5379,1763,8515,8078,2791,741,5378,8428
